District Name,Mandal Name,School code,School Name,Enrol,"Now
proposed to
release 100%
amount","General
component
(2202-01-001-15-05-500-503)","SC
component
(2202-01-789-15-05-500-503)","ST
component
(2202-01-796-15-05-500-503)"
MEDAK,CHEGUNTA,36170901603,MPPS MAKKARAJPET,130,50000,36000,8500,5500
MEDAK,CHEGUNTA,36170901604,ZPHS MAKKARAJPET,246,50000,36000,8500,5500
MEDAK,CHEGUNTA,36170901701,MPPS CHANDAIPET,124,50000,36000,8500,5500
MEDAK,CHEGUNTA,36170901801,MPPS PEDDA SHIVNOOR,40,25000,18000,4250,2750
MEDAK,CHEGUNTA,36170902201,MPPS KASANPALLY,40,25000,18000,4250,2750
MEDAK,CHEGUNTA,36170902302,MPPS CHEGUNTA BOYS,46,25000,18000,4250,2750
MEDAK,CHEGUNTA,36170902303,MPPS CHEGUNTA GIRLS,81,25000,18000,4250,2750
MEDAK,CHEGUNTA,36170902308,MPPS SUBASHNAGAR,44,25000,18000,4250,2750
MEDAK,CHEGUNTA,36170902310,KGBV CHEGUNTA,263,75000,54000,12750,8250
MEDAK,CHEGUNTA,36170902316,GOVT. JUNIOR COLLEGE CHEGUNTA,371,75000,54000,12750,8250
MEDAK,CHEGUNTA,36171000115,MPPS VALLABAPUR,32,25000,18000,4250,2750
MEDAK,CHILIPCHED,36171400101,MPPS CHITKUL THANDA,74,25000,18000,4250,2750
MEDAK,CHILIPCHED,36171400103,MPPS CHITKUL,88,25000,18000,4250,2750
MEDAK,CHILIPCHED,36171400104,ZPHS CHITKUL,126,50000,36000,8500,5500
MEDAK,CHILIPCHED,36171400105,KGBV CHITKUL,280,75000,54000,12750,8250
MEDAK,CHILIPCHED,36171400201,MPPS RAMDASGUDDA,35,25000,18000,4250,2750
MEDAK,CHILIPCHED,36171400301,MPPS GOUTHAPUR THANDA,30,10000,7200,1700,1100
MEDAK,CHILIPCHED,36171400302,MPPS GIRIJA THANDA,30,10000,7200,1700,1100
MEDAK,CHILIPCHED,36171400303,MPPS MALLAKKACHERU THANDA,11,10000,7200,1700,1100
MEDAK,CHILIPCHED,36171400304,MPPS GOUTHAPUR,78,25000,18000,4250,2750
MEDAK,CHILIPCHED,36171400305,ZPHS GOUTHAPUR,146,50000,36000,8500,5500
MEDAK,CHILIPCHED,36171400401,MPPS CHANDOOR,62,25000,18000,4250,2750
MEDAK,CHILIPCHED,36171400403,ZPHS CHANDOOR,50,25000,18000,4250,2750
MEDAK,CHILIPCHED,36171400502,MPPS CHILIPCHED,65,25000,18000,4250,2750
MEDAK,CHILIPCHED,36171400503,ZPHS CHILIPCHED,84,25000,18000,4250,2750
MEDAK,CHILIPCHED,36171400601,MPPS SOMAKKAPET,35,25000,18000,4250,2750
MEDAK,CHILIPCHED,36171400603,MPPS GANGIREDDUALA GUDEM,31,25000,18000,4250,2750
MEDAK,CHILIPCHED,36171400604,MPPS BHATTU THANDA,29,10000,7200,1700,1100
MEDAK,CHILIPCHED,36171400605,MPPS SOMAKKAPET THANDA,14,10000,7200,1700,1100
MEDAK,CHILIPCHED,36171400606,ZPHS SOMMAKKAPET,144,50000,36000,8500,5500
MEDAK,CHILIPCHED,36171400701,MPPS FAIZABAD THANDA,13,10000,7200,1700,1100
MEDAK,CHILIPCHED,36171400702,MPPS KOTHAKUNTA THANDA,14,10000,7200,1700,1100
MEDAK,CHILIPCHED,36171400704,MPPS FAIZABAD,119,50000,36000,8500,5500
MEDAK,CHILIPCHED,36171400705,ZPHS FAIZABAD,254,75000,54000,12750,8250
MEDAK,CHILIPCHED,36171400801,MPPS BANDAPOTHUGAL,64,25000,18000,4250,2750
MEDAK,CHILIPCHED,36171400902,MPPS AZZAMARRI,104,50000,36000,8500,5500
MEDAK,CHILIPCHED,36171401001,MPPS GANGARAM,60,25000,18000,4250,2750
MEDAK,CHILIPCHED,36171401102,MPPS JAGGAMPET,41,25000,18000,4250,2750
MEDAK,CHILIPCHED,36171401301,MPPS ANTHARAM,41,25000,18000,4250,2750
MEDAK,HAVELIGHANPUR,36170600101,MPPS SARDHANA,79,25000,18000,4250,2750
MEDAK,HAVELIGHANPUR,36170600102,MPPS POCHAMRAL,13,10000,7200,1700,1100
MEDAK,HAVELIGHANPUR,36170600103,MPPS SARDHANA (HW),17,10000,7200,1700,1100
MEDAK,HAVELIGHANPUR,36170600104,GOVT(DNT) PS POCHAMRAL,31,25000,18000,4250,2750
MEDAK,HAVELIGHANPUR,36170600105,MPUPS JAKKANNAPET,119,50000,36000,8500,5500
MEDAK,HAVELIGHANPUR,36170600106,ZPHS SARDHANA,147,50000,36000,8500,5500
MEDAK,HAVELIGHANPUR,36170600301,MPPS KOTHAPALLY,42,25000,18000,4250,2750
MEDAK,HAVELIGHANPUR,36170600302,MPPS KAPURAIPALLY THANDA,28,10000,7200,1700,1100
MEDAK,HAVELIGHANPUR,36170600303,MPPS RAJPET,102,50000,36000,8500,5500
MEDAK,HAVELIGHANPUR,36170600304,ZPHS RAJPET,74,25000,18000,4250,2750
MEDAK,HAVELIGHANPUR,36170600401,MPPS BURUGUPALLY,182,50000,36000,8500,5500
MEDAK,HAVELIGHANPUR,36170600402,MPPS GAJIREDDYPALLY,35,25000,18000,4250,2750
MEDAK,HAVELIGHANPUR,36170600403,MPPS WADI,57,25000,18000,4250,2750
MEDAK,HAVELIGHANPUR,36170600404,MPPS BURUGUPALLY LT,42,25000,18000,4250,2750
MEDAK,HAVELIGHANPUR,36170600409,MPPS METTU THANDA,12,10000,7200,1700,1100
MEDAK,HAVELIGHANPUR,36170600501,MPUPS NAGAPUR,140,50000,36000,8500,5500
MEDAK,HAVELIGHANPUR,36170600601,MPUPS THIMMAIPALLY,89,25000,18000,4250,2750
MEDAK,HAVELIGHANPUR,36170600801,MPPS GANGAPUR,40,25000,18000,4250,2750
MEDAK,HAVELIGHANPUR,36170600802,MPPS GANGAPUR (LT),25,10000,7200,1700,1100
MEDAK,HAVELIGHANPUR,36170600901,MPPS SHAMNAPUR LT,28,10000,7200,1700,1100
MEDAK,HAVELIGHANPUR,36170600902,MPPS GAJULWAI THANDA,17,10000,7200,1700,1100
MEDAK,HAVELIGHANPUR,36170600903,MPUPS SHAMNAPUR,66,25000,18000,4250,2750
MEDAK,HAVELIGHANPUR,36170601001,MPPS BYATHOLE,42,25000,18000,4250,2750
MEDAK,HAVELIGHANPUR,36170601101,MPPS LINGASANPALLY,22,10000,7200,1700,1100
MEDAK,HAVELIGHANPUR,36170601102,MPPS LINGASAN PALLY LT,41,25000,18000,4250,2750
MEDAK,HAVELIGHANPUR,36170601201,MPPS CHOUTLAPALLY,63,25000,18000,4250,2750
MEDAK,HAVELIGHANPUR,36170601202,MPPS HAVELIGHANPUR,162,50000,36000,8500,5500
MEDAK,HAVELIGHANPUR,36170601203,MPPS HAVELIGHANPUR LT,53,25000,18000,4250,2750
MEDAK,HAVELIGHANPUR,36170601204,ZPHS HAVELIGHANPUR,500,75000,54000,12750,8250
MEDAK,HAVELIGHANPUR,36170601401,MPPS SULTHANPUR LT,37,25000,18000,4250,2750
MEDAK,HAVELIGHANPUR,36170601402,MPPS PATTIGADDA LT,15,10000,7200,1700,1100
MEDAK,HAVELIGHANPUR,36170601403,MPUPS THOGITA,76,25000,18000,4250,2750
MEDAK,HAVELIGHANPUR,36170601501,MPPS SHALIPET,32,25000,18000,4250,2750
MEDAK,HAVELIGHANPUR,36170601601,MPUPS BB PUR,23,10000,7200,1700,1100
MEDAK,HAVELIGHANPUR,36170601702,MPUPS FAREEDPUR,47,25000,18000,4250,2750
MEDAK,HAVELIGHANPUR,36170601801,MPPS MUTHAIPALLE,52,25000,18000,4250,2750
MEDAK,HAVELIGHANPUR,36170601901,MPPS KUCHANPALLY,123,50000,36000,8500,5500
MEDAK,HAVELIGHANPUR,36170602101,MPPS MUDULWAI,83,25000,18000,4250,2750
MEDAK,HAVELIGHANPUR,36170602201,MPPS AURANGABAD THANDA,48,25000,18000,4250,2750
MEDAK,HAVELIGHANPUR,36170602202,MPPS AURANGABAD (U),14,10000,7200,1700,1100
MEDAK,HAVELIGHANPUR,36174101448,KGBV HAVELI GHANPUR,122,50000,36000,8500,5500
MEDAK,KOWDIPALLE,36171500101,MPPS MANANTHAIPALLY THANDA,41,25000,18000,4250,2750
MEDAK,KOWDIPALLE,36171500102,MPPS PEERYA THANNDA,37,25000,18000,4250,2750
MEDAK,KOWDIPALLE,36171500103,MPPS DHANUJA THANDA,12,10000,7200,1700,1100
MEDAK,KOWDIPALLE,36171500104,MPPS JAMLA THANDA,34,25000,18000,4250,2750
MEDAK,KOWDIPALLE,36171500107,ZPHS BUJIRAMPET,263,75000,54000,12750,8250
MEDAK,KOWDIPALLE,36171500301,MPPS KUKUTLAPALLY,69,25000,18000,4250,2750
MEDAK,KOWDIPALLE,36171500402,MPPS DEVULAPALLY THANDA,13,10000,7200,1700,1100
MEDAK,KOWDIPALLE,36171500403,MPUPS DEVULAPALLY,85,25000,18000,4250,2750
MEDAK,KOWDIPALLE,36171500502,MPPS BATHUKAMMAKUNTA THANDA,13,10000,7200,1700,1100
MEDAK,KOWDIPALLE,36171500505,MPPS KOWDIPALLY,141,50000,36000,8500,5500
MEDAK,KOWDIPALLE,36171500508,ZPHS KOWDIPALLY(GIRLS),174,50000,36000,8500,5500
MEDAK,KOWDIPALLE,36171500513,"GOVT.JR.COLLEGE , KOWDIPALLI",327,75000,54000,12750,8250
MEDAK,KOWDIPALLE,36171500515,TW ASHRAM SCHOOL KOWDIPALLY,123,50000,36000,8500,5500
MEDAK,KOWDIPALLE,36171500601,MPPS VELMAKANNA,82,25000,18000,4250,2750
MEDAK,KOWDIPALLE,36171500602,MPPS KOTTALA,62,25000,18000,4250,2750
MEDAK,KOWDIPALLE,36171500603,MPPS LINGAMPALLY,34,25000,18000,4250,2750
MEDAK,KOWDIPALLE,36171500604,MPPS LINGAMPALLY THANDA,11,10000,7200,1700,1100
MEDAK,KOWDIPALLE,36171500605,MPPS BURUGADDA,37,25000,18000,4250,2750
MEDAK,KOWDIPALLE,36171500606,MPPS PAMPALLY,12,10000,7200,1700,1100
MEDAK,KOWDIPALLE,36171500607,MPPS VASURAM THANDA,17,10000,7200,1700,1100
MEDAK,KOWDIPALLE,36171500608,MPUPS SADASHIVAPALLY,25,10000,7200,1700,1100
MEDAK,KOWDIPALLE,36171500609,ZPHS VELMAKANNA,271,75000,54000,12750,8250
MEDAK,KOWDIPALLE,36171500702,MPPS KANCHANPALLY,71,25000,18000,4250,2750
MEDAK,KOWDIPALLE,36171500703,ZPHS KANCHANPALLY,87,25000,18000,4250,2750
MEDAK,KOWDIPALLE,36171500801,MPPS DHARMASAGAR,23,10000,7200,1700,1100
MEDAK,KOWDIPALLE,36171500901,MPPS KANNARAM THANDA,28,10000,7200,1700,1100
MEDAK,KOWDIPALLE,36171500904,MPPS KANNARAM,31,25000,18000,4250,2750
MEDAK,KOWDIPALLE,36171500905,ZPHS KANNARAM,103,50000,36000,8500,5500
MEDAK,KOWDIPALLE,36171501402,MPPS SALABATHPUR THANDA,25,10000,7200,1700,1100
MEDAK,KOWDIPALLE,36171501403,MPPS MANSINGH THANDA,11,10000,7200,1700,1100
MEDAK,KOWDIPALLE,36171501404,MPPS DAYYAL THANDA,11,10000,7200,1700,1100
MEDAK,KOWDIPALLE,36171501405,MPPS KOYYAGUNDU THANDA,18,10000,7200,1700,1100
MEDAK,KOWDIPALLE,36171501406,MPPS MARRICHETTU THANDA,24,10000,7200,1700,1100
MEDAK,KOWDIPALLE,36171501407,MPPS KOTHAPALLY,22,10000,7200,1700,1100
MEDAK,KOWDIPALLE,36171501409,MPPS SALABATHPUR,53,25000,18000,4250,2750
MEDAK,KOWDIPALLE,36171501410,ZPHS SALABATHPUR,143,50000,36000,8500,5500
MEDAK,KOWDIPALLE,36171501501,MPPS MOHAMMEDNAGAR,36,25000,18000,4250,2750
MEDAK,KOWDIPALLE,36171501502,MPPS MOHAMMEDNAGAR THANDA,35,25000,18000,4250,2750
MEDAK,KOWDIPALLE,36171501503,MPPS KOTHACHERUVU THANDA,18,10000,7200,1700,1100
MEDAK,KOWDIPALLE,36171501601,MPPS THIMMAPUR THANDA,30,10000,7200,1700,1100
MEDAK,KOWDIPALLE,36171501602,MPUPS THIMMAPUR,39,25000,18000,4250,2750
MEDAK,KOWDIPALLE,36171501701,MPPS NAGSANPALLY,41,25000,18000,4250,2750
MEDAK,KOWDIPALLE,36171501801,MPPS VENKATRAOPET,69,25000,18000,4250,2750
MEDAK,KOWDIPALLE,36171501803,MPPS RAILAPUR,37,25000,18000,4250,2750
MEDAK,KOWDIPALLE,36171501804,ZPHS RAILAPUR,228,50000,36000,8500,5500
MEDAK,KOWDIPALLE,36171501901,MPPS THUNIKI THANDA,13,10000,7200,1700,1100
MEDAK,KOWDIPALLE,36171501902,MPPS MEEDI GADDA THANDA,23,10000,7200,1700,1100
MEDAK,KOWDIPALLE,36171501904,MPPS THUNIKI,148,50000,36000,8500,5500
MEDAK,KOWDIPALLE,36171501905,ZPHS THUNIKI,115,50000,36000,8500,5500
MEDAK,KOWDIPALLE,36171502002,MPPS MUTRAJPALLY,93,25000,18000,4250,2750
MEDAK,KOWDIPALLE,36171502003,ZPHS MUTRAJPALLY,122,50000,36000,8500,5500
MEDAK,KOWDIPALLE,36171502004,MPPS THALLAGADDA THANDA,22,10000,7200,1700,1100
MEDAK,KOWDIPALLE,36171502101,MPPS RAJIPET THANDA,40,25000,18000,4250,2750
MEDAK,KOWDIPALLE,36171502102,MPUPS RAJIPET,73,25000,18000,4250,2750
MEDAK,KOWDIPALLE,36171502201,MPPS VENKATAPOOR,28,10000,7200,1700,1100
MEDAK,KULCHARAM,36171300101,MPUPS PAITHARA,99,25000,18000,4250,2750
MEDAK,KULCHARAM,36171300201,MPPS KONAPUR,39,25000,18000,4250,2750
MEDAK,KULCHARAM,36171300301,MPPS ETIGADDA MOHMDAPUR,45,25000,18000,4250,2750
MEDAK,KULCHARAM,36171300401,MPPS YENIGANDLA,89,25000,18000,4250,2750
MEDAK,KULCHARAM,36171300402,MPPS DUMPALAKUNTA THANDA,17,10000,7200,1700,1100
MEDAK,KULCHARAM,36171300403,ZPHS YENIGANDLA,94,25000,18000,4250,2750
MEDAK,KULCHARAM,36171300501,MPPS RANGAMPET,97,25000,18000,4250,2750
MEDAK,KULCHARAM,36171300502,MPPS SADASHIVANAGAR,17,10000,7200,1700,1100
MEDAK,KULCHARAM,36171300504,ZPHS RANGAMPET,472,75000,54000,12750,8250
MEDAK,KULCHARAM,36171300601,MPPS THUKKAPUR,38,25000,18000,4250,2750
MEDAK,KULCHARAM,36171300701,MPPS SANGAIPET,55,25000,18000,4250,2750
MEDAK,KULCHARAM,36171300702,MPPS SANGAIPET THANDA,17,10000,7200,1700,1100
MEDAK,KULCHARAM,36171300801,MPPS VARIGUNTHAM THANDA,15,10000,7200,1700,1100
MEDAK,KULCHARAM,36171300802,MPPS VARIGUNTHAM,124,50000,36000,8500,5500
MEDAK,KULCHARAM,36171300803,ZPHS VARIGUNTHAM,149,50000,36000,8500,5500
MEDAK,KULCHARAM,36171300901,MPPS SERIVARIGUNTHAM THANDA,17,10000,7200,1700,1100
MEDAK,KULCHARAM,36171300902,MPPS SEETHARAM THANDA,21,10000,7200,1700,1100
MEDAK,KULCHARAM,36171301001,MPPS KULCHARAM,99,25000,18000,4250,2750
MEDAK,KULCHARAM,36171301002,MPPS KULCHARAM SC COLONY,20,10000,7200,1700,1100
MEDAK,KULCHARAM,36171301004,GOVT. UPS KULCHARAM,40,25000,18000,4250,2750
MEDAK,KULCHARAM,36171301005,ZPHS KULCHARAM,258,75000,54000,12750,8250
MEDAK,KULCHARAM,36171301008,ZPHS Girls KULCHARAM,72,25000,18000,4250,2750
MEDAK,KULCHARAM,36171301011,"GOVT. JUNIOR COLLEGE, KULCHARAM",262,75000,54000,12750,8250
MEDAK,KULCHARAM,36171301103,ZPHS CHINNAGHANPUR,142,50000,36000,8500,5500
MEDAK,KULCHARAM,36171301201,MPUPS APPAJIPALLE,127,50000,36000,8500,5500
MEDAK,KULCHARAM,36171301301,MPPS VENKATAPUR,38,25000,18000,4250,2750
MEDAK,KULCHARAM,36171301401,MPPS POTHAMSETTIPALLE,70,25000,18000,4250,2750
MEDAK,KULCHARAM,36171301402,MPPS POTHAMSETTIPALLE X ROAD,28,10000,7200,1700,1100
MEDAK,KULCHARAM,36171301403,ZPHS POTHAMSETTIPALLE,115,50000,36000,8500,5500
MEDAK,KULCHARAM,36171301501,MPUPS KISTAPUR,120,50000,36000,8500,5500
MEDAK,KULCHARAM,36171301601,MPPS RAMPUR SC COLONY,35,25000,18000,4250,2750
MEDAK,KULCHARAM,36171301603,MPUPS RAMPUR,51,25000,18000,4250,2750
MEDAK,KULCHARAM,36171301701,MPPS AMSANPALLE SC COLONY,27,10000,7200,1700,1100
MEDAK,KULCHARAM,36171301703,MPPS AMSANPALLE,54,25000,18000,4250,2750
MEDAK,KULCHARAM,36171301704,MPPS DESHYA THANDA,50,25000,18000,4250,2750
MEDAK,KULCHARAM,36171301705,ZPHS AMSANPALLE,116,50000,36000,8500,5500
MEDAK,KULCHARAM,36171301801,MPPS NAINJALALPUR,29,10000,7200,1700,1100
MEDAK,KULCHARAM,36171301902,MPPS KONGODE,36,25000,18000,4250,2750
MEDAK,KULCHARAM,36171301903,ZPHS KONGODE,85,25000,18000,4250,2750
MEDAK,KULCHARAM,36171302001,MPPS POTHIREDDIPALLE,19,10000,7200,1700,1100
MEDAK,KULCHARAM,36171302002,MPPS POTHIREDDIPALLE THANDA,29,10000,7200,1700,1100
MEDAK,KULCHARAM,36171302101,MPPS TUMMALAPALLE THANDA,16,10000,7200,1700,1100
MEDAK,MANOHARABAD,36172000101,MPUPS LINGAREDDYPET,122,50000,36000,8500,5500
MEDAK,MANOHARABAD,36172000201,MPUPS PALAT,59,25000,18000,4250,2750
MEDAK,MANOHARABAD,36172000301,MPPS RAMAIPALLY,64,25000,18000,4250,2750
MEDAK,MANOHARABAD,36172000302,ZPHS RAMAIPALLE,82,25000,18000,4250,2750
MEDAK,MANOHARABAD,36172000401,MPPS VENKATAPUR (AG),46,25000,18000,4250,2750
MEDAK,MANOHARABAD,36172000601,MPPS CHATLA GOURARAM,36,25000,18000,4250,2750
MEDAK,MANOHARABAD,36172000701,MPPS KONAIPALLE (PT),42,25000,18000,4250,2750
MEDAK,MANOHARABAD,36172000801,MPPS MANOHARABAD,157,50000,36000,8500,5500
MEDAK,MANOHARABAD,36172000802,MPPS MANOHARABAD STATION,20,10000,7200,1700,1100
MEDAK,MANOHARABAD,36172000803,MPPS PITTALWADA,12,10000,7200,1700,1100
MEDAK,MANOHARABAD,36172000804,MPPS DANDUPALLI,25,10000,7200,1700,1100
MEDAK,MANOHARABAD,36172000806,ZPHS MANOHARABAD,254,75000,54000,12750,8250
MEDAK,MANOHARABAD,36172000901,MPUPS JEEDIPALLY,109,50000,36000,8500,5500
MEDAK,MANOHARABAD,36172001001,MPPS DILLAI,39,25000,18000,4250,2750
MEDAK,MANOHARABAD,36172001003,MPPS KUCHARAM,65,25000,18000,4250,2750
MEDAK,MANOHARABAD,36172001004,ZPHS KUCHARAM,67,25000,18000,4250,2750
MEDAK,MANOHARABAD,36172001005,KGBV TOOPRAN,340,75000,54000,12750,8250
MEDAK,MANOHARABAD,36172001101,MPPS KALLAKAL,251,75000,54000,12750,8250
MEDAK,MANOHARABAD,36172001201,MPPS MUPPIREDDIPALLY,108,50000,36000,8500,5500
MEDAK,MANOHARABAD,36172001202,ZPHS MUPPIREDDIPALLE,152,50000,36000,8500,5500
MEDAK,MANOHARABAD,36172001301,MPPS RANGAIPALLY,79,25000,18000,4250,2750
MEDAK,MANOHARABAD,36172001302,ZPHS RANGAIPALLE,203,50000,36000,8500,5500
MEDAK,MANOHARABAD,36172001401,MPPS KONDAPUR,29,10000,7200,1700,1100
MEDAK,MANOHARABAD,36172001501,MPUPS POTHARAM,41,25000,18000,4250,2750
MEDAK,MANOHARABAD,36172001601,MPPS GOUTHAJIGUDA,23,10000,7200,1700,1100
MEDAK,MANOHARABAD,36172001602,MPPS TUPAKULAPALLY,34,25000,18000,4250,2750
MEDAK,MANOHARABAD,36172001603,MPPS PARKIBANDA,40,25000,18000,4250,2750
MEDAK,MANOHARABAD,36172001604,ZPHS PARKIBANDA,70,25000,18000,4250,2750
MEDAK,MASAIPET,36170902001,MPPS PEDDAGUDEM THANDA,23,10000,7200,1700,1100
MEDAK,MASAIPET,36170902002,MPPS SAJU THANDA,22,10000,7200,1700,1100
MEDAK,MASAIPET,36170902003,MPPS VENUKA THANDA,28,10000,7200,1700,1100
MEDAK,MASAIPET,36170902004,MPPS PULIGUTTA THANDA,26,10000,7200,1700,1100
MEDAK,MASAIPET,36170902005,MPUPS CHETLATHIMMAIPALLY,66,25000,18000,4250,2750
MEDAK,MASAIPET,36170902101,ZPHS POTHANPALLY,96,25000,18000,4250,2750
MEDAK,MASAIPET,36171801601,MPUPS ACHAMPET,39,25000,18000,4250,2750
MEDAK,MASAIPET,36171801701,MPPS HAKIMPET,18,10000,7200,1700,1100
MEDAK,MASAIPET,36171801801,MPPS RAMANTHAPUR,26,10000,7200,1700,1100
MEDAK,MASAIPET,36171801802,MPPS RAMANTHAPUR THANDA,67,25000,18000,4250,2750
MEDAK,MASAIPET,36171802001,MPPS MASAIPET,157,50000,36000,8500,5500
MEDAK,MASAIPET,36171802003,MPPS BOMMARAM,42,25000,18000,4250,2750
MEDAK,MASAIPET,36171802005,MPUPS NAGASANIPALLY,68,25000,18000,4250,2750
MEDAK,MASAIPET,36171802006,ZPHS MASAIPET,295,75000,54000,12750,8250
MEDAK,MASAIPET,36171802008,MPPS STATION MASAIPET,15,10000,7200,1700,1100
MEDAK,MASAIPET,36171802101,ZPHS KOPPULAPALLE,76,25000,18000,4250,2750
MEDAK,MASAIPET,36171802102,MPPS KOPPULAPALLY,101,50000,36000,8500,5500
MEDAK,MASAIPET,36174101667,MPPS POTHANPALLY,84,25000,18000,4250,2750
MEDAK,MEDAK,36171200101,MPPS MOTAKADITHANDA,11,10000,7200,1700,1100
MEDAK,MEDAK,36171200102,MPUPS PATHUR,87,25000,18000,4250,2750
MEDAK,MEDAK,36171200201,MPPS MALKAPUR (LT),11,10000,7200,1700,1100
MEDAK,MEDAK,36171200202,MPUPS RAYANPALLY,45,25000,18000,4250,2750
MEDAK,MEDAK,36171200302,MPPS MAKTHA BHOOPATHIPUR,89,25000,18000,4250,2750
MEDAK,MEDAK,36171200303,MPPS THIMMANGAR,118,50000,36000,8500,5500
MEDAK,MEDAK,36171200401,MPPS VENKATAPUR,33,25000,18000,4250,2750
MEDAK,MEDAK,36171200402,MPPS GUTTAKINDI PALLY,61,25000,18000,4250,2750
MEDAK,MEDAK,36171200404,MPUPS SHIVAIPALLY,95,25000,18000,4250,2750
MEDAK,MEDAK,36171200503,MPPS PILLI KOTYAL,63,25000,18000,4250,2750
MEDAK,MEDAK,36171200507,MPPS VENKATAPUR THANDA,12,10000,7200,1700,1100
MEDAK,MEDAK,36171200601,MPUPS MAQDUMPUR,56,25000,18000,4250,2750
MEDAK,MEDAK,36171200701,MPPS PERUR,30,10000,7200,1700,1100
MEDAK,MEDAK,36171200801,MPPS MACHAVARAM,112,50000,36000,8500,5500
MEDAK,MEDAK,36171200802,MPPS MAMBOJIPALLE,90,25000,18000,4250,2750
MEDAK,MEDAK,36171200804,MPUPS RYALAMADUGU,31,25000,18000,4250,2750
MEDAK,MEDAK,36171200805,ZPHS MACHAVARAM,316,75000,54000,12750,8250
MEDAK,MEDAK,36171200901,MPPS JANAKAMPALLY,43,25000,18000,4250,2750
MEDAK,MEDAK,36171200903,MPPS SANGAIGUDA THANDA,44,25000,18000,4250,2750
MEDAK,MEDAK,36171200904,MPUPS CHITYALA,75,25000,18000,4250,2750
MEDAK,MEDAK,36171200905,MPPS PEDDABAI THANDA,27,10000,7200,1700,1100
MEDAK,MEDAK,36171200906,MPPS MANGALIGUTTA THANDA,27,10000,7200,1700,1100
MEDAK,MEDAK,36171201001,MPPS BALANAGAR LT,29,10000,7200,1700,1100
MEDAK,MEDAK,36171201002,MPPS BALANAGAR,36,25000,18000,4250,2750
MEDAK,MEDAK,36171201101,MPPS RAJPALLY,101,50000,36000,8500,5500
MEDAK,MEDAK,36171201102,MPPS THIMMAKKA PALLY,63,25000,18000,4250,2750
MEDAK,MEDAK,36171201103,MPPS RAJPALLE HARIJANWADA,27,10000,7200,1700,1100
MEDAK,MEDAK,36171201104,ZPHS RAJPALLY,304,75000,54000,12750,8250
MEDAK,MEDAK,36171201201,MPPS KOMTOOR,29,10000,7200,1700,1100
MEDAK,MEDAK,36171201401,MPUPS KHAZIPALLE,106,50000,36000,8500,5500
MEDAK,MEDAK,36171201501,MPUPS AUSULAPALLY,107,50000,36000,8500,5500
MEDAK,MEDAK,36171201601,GOVT. PS JAMMIKUNTA,106,50000,36000,8500,5500
MEDAK,MEDAK,36171201602,GOVT. PS GANDHI NAGAR MEDAK,90,25000,18000,4250,2750
MEDAK,MEDAK,36171201603,GOVT. PS GOLKONDA STREET MEDAK,135,50000,36000,8500,5500
MEDAK,MEDAK,36171201604,GOVT. PS DAYARA STREET MEDAK,46,25000,18000,4250,2750
MEDAK,MEDAK,36171201606,GOVT. PS RAHEEMABAD MEDAK,61,25000,18000,4250,2750
MEDAK,MEDAK,36171201607,GOVT. PS (GIRL) KOLIGADDA MEDAK,19,10000,7200,1700,1100
MEDAK,MEDAK,36171201617,GOVT. PS VADDERA COLONY MEDAK,38,25000,18000,4250,2750
MEDAK,MEDAK,36171201618,GOVT. PS NEAR RAMALAYAM MEDAK,42,25000,18000,4250,2750
MEDAK,MEDAK,36171201621,GOVT.UPS BIG BAZAR,135,50000,36000,8500,5500
MEDAK,MEDAK,36171201622,GOVT.UPS NAWAB PET,70,25000,18000,4250,2750
MEDAK,MEDAK,36171201623,GOVT.UPS FATHENAGAR,195,50000,36000,8500,5500
MEDAK,MEDAK,36171201631,GOVT. HS NEAR RAMALAYAM MEDAK,436,75000,54000,12750,8250
MEDAK,MEDAK,36171201632,GOVT. HS (GIRLS) MEDAK,359,75000,54000,12750,8250
MEDAK,MEDAK,36171201633,GOVT. HS BOYS MEDAK,202,50000,36000,8500,5500
MEDAK,MEDAK,36171201666,KGBV MEDAK,314,75000,54000,12750,8250
MEDAK,MEDAK,36171201683,"GOVT. JR. COLLEGE FOR BOYS , MEDAK",735,75000,54000,12750,8250
MEDAK,MEDAK,36171201685,"GOVT. JR COLLEGE FOR GIRLS , MEDAK",697,75000,54000,12750,8250
MEDAK,NARSAPUR,36171600101,MPPS RAMSING THANDA,13,10000,7200,1700,1100
MEDAK,NARSAPUR,36171600104,MPUPS AHMEDNAGAR,76,25000,18000,4250,2750
MEDAK,NARSAPUR,36171600202,MPPS ERRAKUNTA THANDA,46,25000,18000,4250,2750
MEDAK,NARSAPUR,36171600205,MPUPS IBRAHIMBAD,40,25000,18000,4250,2750
MEDAK,NARSAPUR,36171600301,MPUPS ADMAPUR,86,25000,18000,4250,2750
MEDAK,NARSAPUR,36171600401,MPPS JAKKAPALLY,64,25000,18000,4250,2750
MEDAK,NARSAPUR,36171600501,MPPS RAMJA THANDA,17,10000,7200,1700,1100
MEDAK,NARSAPUR,36171600504,MPUPS CHIPPALTURTHI,117,50000,36000,8500,5500
MEDAK,NARSAPUR,36171600505,KGBV CHIPPALTURTHI,278,75000,54000,12750,8250
MEDAK,NARSAPUR,36171600601,MPPS NAGULAPALLY,92,25000,18000,4250,2750
MEDAK,NARSAPUR,36171600602,ZPHS NAGULAPALLY,137,50000,36000,8500,5500
