District Name,Mandal Name,School code,School Name,Enrol,"Now
proposed to
release 100%
amount","General
component
(2202-01-001-15-05-500-503)","SC
component
(2202-01-789-15-05-500-503)","ST
component
(2202-01-796-15-05-500-503)"
JANGAON,BACHANNAPETA,36190702302,MPPS CHINNARAMANCHERLA,25,10000,7200,1700,1100
JANGAON,CHILPUR,36190200101,MPPS SRIPATHIPALLY,57,25000,18000,4250,2750
JANGAON,CHILPUR,36190200102,ZPHS SRIPATHIPALLY,53,25000,18000,4250,2750
JANGAON,CHILPUR,36190200201,MPPS KONDAPUR THANDA,17,10000,7200,1700,1100
JANGAON,CHILPUR,36190200202,MPPS KONDAPUR,32,25000,18000,4250,2750
JANGAON,CHILPUR,36190200203,ZPHS KONDAPUR,58,25000,18000,4250,2750
JANGAON,CHILPUR,36190200303,MPPS LINGAM PALLY,35,25000,18000,4250,2750
JANGAON,CHILPUR,36190200304,ZPHS LINGAM PALLY,56,25000,18000,4250,2750
JANGAON,CHILPUR,36190200401,MPPS MALKAPUR,62,25000,18000,4250,2750
JANGAON,CHILPUR,36190200501,MPUPS VENKATADRIPET,83,25000,18000,4250,2750
JANGAON,CHILPUR,36190200603,MPPS CHILPUR,55,25000,18000,4250,2750
JANGAON,CHILPUR,36190200606,ZPHS CHILPUR,151,50000,36000,8500,5500
JANGAON,CHILPUR,36190200701,MPUPS KRISHNAJIGUDEM,12,10000,7200,1700,1100
JANGAON,CHILPUR,36190200805,MPUPS FATHEPUR,30,10000,7200,1700,1100
JANGAON,CHILPUR,36190200903,MPPS PALLAGUTTA,92,25000,18000,4250,2750
JANGAON,CHILPUR,36190200906,ZPHS PALLAGUTTA,165,50000,36000,8500,5500
JANGAON,CHILPUR,36190201003,MPPS RAJAVARAM,94,25000,18000,4250,2750
JANGAON,CHILPUR,36190201004,MPUPS DESHAITHANDA,32,25000,18000,4250,2750
JANGAON,CHILPUR,36190201005,ZPHS RAJAVARAM,60,25000,18000,4250,2750
JANGAON,CHILPUR,36190201102,"MPPS SC,BC COLONY CHINNAPENDYALA",68,25000,18000,4250,2750
JANGAON,CHILPUR,36190201104,ZPHS CHINNAPENDYALA,108,50000,36000,8500,5500
JANGAON,CHILPUR,36190201110,KGBV CHILPUR,330,75000,54000,12750,8250
JANGAON,CHILPUR,36190201201,MPPS VANGALAPALLY,25,10000,7200,1700,1100
JANGAON,CHILPUR,36190201202,MPPS NASHKAL,34,25000,18000,4250,2750
JANGAON,CHILPUR,36190201203,ZPHS NASHKAL,48,25000,18000,4250,2750
JANGAON,DEVARUPPALA,36191000101,MPUPS RAMARAJU PALLY,18,10000,7200,1700,1100
JANGAON,DEVARUPPALA,36191000201,MPPS NEERMALA,12,10000,7200,1700,1100
JANGAON,DEVARUPPALA,36191000202,MPPS HC NEERMALA,11,10000,7200,1700,1100
JANGAON,DEVARUPPALA,36191000203,ZPHS NEERMALA,30,10000,7200,1700,1100
JANGAON,DEVARUPPALA,36191000301,MPPS SINGARAJUPALLY,40,25000,18000,4250,2750
JANGAON,DEVARUPPALA,36191000302,MPPS SINGARAJUPALLY (HC),14,10000,7200,1700,1100
JANGAON,DEVARUPPALA,36191000304,ZPHS SINGARAJUPALLY,97,25000,18000,4250,2750
JANGAON,DEVARUPPALA,36191000403,MPPS PEDDAMADUR,97,25000,18000,4250,2750
JANGAON,DEVARUPPALA,36191000405,MPUPS DHARMAGADDA THANDA,14,10000,7200,1700,1100
JANGAON,DEVARUPPALA,36191000406,ZPHS PEDDAMADUR,85,25000,18000,4250,2750
JANGAON,DEVARUPPALA,36191000501,MPPS CHINNAMADUR,71,25000,18000,4250,2750
JANGAON,DEVARUPPALA,36191000503,MPPS BANJARA,19,10000,7200,1700,1100
JANGAON,DEVARUPPALA,36191000507,MPUPS APPIREDDY PALLY,41,25000,18000,4250,2750
JANGAON,DEVARUPPALA,36191000508,ZPHS CHINNAMADUR,160,50000,36000,8500,5500
JANGAON,DEVARUPPALA,36191000601,MPUPS CHOWDUR,13,10000,7200,1700,1100
JANGAON,DEVARUPPALA,36191000702,MPPS KOLKONDA,76,25000,18000,4250,2750
JANGAON,DEVARUPPALA,36191000802,MPPS OORAKUNTA THANDA,11,10000,7200,1700,1100
JANGAON,DEVARUPPALA,36191000806,MPPS MADHAPUR,123,50000,36000,8500,5500
JANGAON,DEVARUPPALA,36191000807,ZPHS MADHAPUR,70,25000,18000,4250,2750
JANGAON,DEVARUPPALA,36191000904,MPPS MONDICHINTHA THANDA,20,10000,7200,1700,1100
JANGAON,DEVARUPPALA,36191000906,MPPS DHARMAPUR,34,25000,18000,4250,2750
JANGAON,DEVARUPPALA,36191000907,ZPHS DHARMAPUR,48,25000,18000,4250,2750
JANGAON,DEVARUPPALA,36191001003,MPPS KADAVENDI,123,50000,36000,8500,5500
JANGAON,DEVARUPPALA,36191001008,ZPHS KADAVENDI,135,50000,36000,8500,5500
JANGAON,DEVARUPPALA,36191001101,MPPS DEVARUPPULA,47,25000,18000,4250,2750
JANGAON,DEVARUPPALA,36191001102,MPPS DEVARUPPULA (HC),22,10000,7200,1700,1100
JANGAON,DEVARUPPALA,36191001103,MPPS DADA SAHEB COLONY,47,25000,18000,4250,2750
JANGAON,DEVARUPPALA,36191001104,MPPS KAMAREDDYGUDEM,23,10000,7200,1700,1100
JANGAON,DEVARUPPALA,36191001105,MPPS DEVARUPPULA (BS),27,10000,7200,1700,1100
JANGAON,DEVARUPPALA,36191001108,ZPHS DEVARUPPULA,79,25000,18000,4250,2750
JANGAON,DEVARUPPALA,36191001109,ZPHS KAMREDDYGUDEM,61,25000,18000,4250,2750
JANGAON,DEVARUPPALA,36191001112,KGBV DEVARUPPULA,238,50000,36000,8500,5500
JANGAON,DEVARUPPALA,36191001118,"GOVT. JUNIOR COLLEGE, DEVARUPPULA",129,50000,36000,8500,5500
JANGAON,DEVARUPPALA,36191001201,MPUPS GOLLAPALLY,23,10000,7200,1700,1100
JANGAON,GANPUR (STN),36190400101,MPPS THATIKONDA,93,25000,18000,4250,2750
JANGAON,GANPUR (STN),36190400105,ZPHS THATIKONDA,84,25000,18000,4250,2750
JANGAON,GANPUR (STN),36190400201,MPUPS PAMNOOR,40,25000,18000,4250,2750
JANGAON,GANPUR (STN),36190400301,MPPS KOTHAPALLY,32,25000,18000,4250,2750
JANGAON,GANPUR (STN),36190400402,MPPS MEEDIKONDA,63,25000,18000,4250,2750
JANGAON,GANPUR (STN),36190400404,ZPHS MEEDIKONDA,70,25000,18000,4250,2750
JANGAON,GANPUR (STN),36190400501,MPUPS RAGHAVAPUR,80,25000,18000,4250,2750
JANGAON,GANPUR (STN),36190400601,MPPS CHAGAL,112,50000,36000,8500,5500
JANGAON,GANPUR (STN),36190400603,ZPHS CHAGAL,161,50000,36000,8500,5500
JANGAON,GANPUR (STN),36190400701,MPUPS NAMILIGONDA,73,25000,18000,4250,2750
JANGAON,GANPUR (STN),36190400703,KGBV GHANPUR (STN),379,75000,54000,12750,8250
JANGAON,GANPUR (STN),36190400902,MPUPS THANEDHARPALLY,26,10000,7200,1700,1100
JANGAON,GANPUR (STN),36190401001,MPPS IPPAGUDEM,36,25000,18000,4250,2750
JANGAON,GANPUR (STN),36190401002,MPPS AKKAPALLYGUDEM,18,10000,7200,1700,1100
JANGAON,GANPUR (STN),36190401003,MPPS RANGARAIGUDEM,32,25000,18000,4250,2750
JANGAON,GANPUR (STN),36190401007,ZPHS IPPAGUDEM,127,50000,36000,8500,5500
JANGAON,GANPUR (STN),36190401008,MPUPS KOMATIGUDEM,27,10000,7200,1700,1100
JANGAON,GANPUR (STN),36190401102,MPPS SAMUDRALA,52,25000,18000,4250,2750
JANGAON,GANPUR (STN),36190401103,ZPHS SAMUDRALA,46,25000,18000,4250,2750
JANGAON,GANPUR (STN),36190401201,MPPS HARIJANAWADA,18,10000,7200,1700,1100
JANGAON,GANPUR (STN),36190401203,MPPS GHANPUR STN,163,50000,36000,8500,5500
JANGAON,GANPUR (STN),36190401204,MPPS INDIRANAGAR,21,10000,7200,1700,1100
JANGAON,GANPUR (STN),36190401213,ZPHS GHANPUR STN,340,75000,54000,12750,8250
JANGAON,GANPUR (STN),36190401305,MPUPS SHIVUNIPALLY,28,10000,7200,1700,1100
JANGAON,GANPUR (STN),36190401314,TW ASHRAM HS SHIVUNIPALLY,201,50000,36000,8500,5500
JANGAON,GANPUR (STN),36190401317,MPPS SHIVUNIPALLY,45,25000,18000,4250,2750
JANGAON,GANPUR (STN),36190401319,ZPHS SHIVUNIPALLY,130,50000,36000,8500,5500
JANGAON,GANPUR (STN),36190401321,GOVT.JR COLLEGE SHIVUNIPALLY,489,75000,54000,12750,8250
JANGAON,GANPUR (STN),36194102823,GOVT TW AUPS,37,25000,18000,4250,2750
JANGAON,JANGAON,36190800101,MPUPS GOPARAJPALLY,48,25000,18000,4250,2750
JANGAON,JANGAON,36190800201,MPPS YERRAKUNTA THANDA,52,25000,18000,4250,2750
JANGAON,JANGAON,36190800203,MPPS PEDDA PAHAD,42,25000,18000,4250,2750
JANGAON,JANGAON,36190800204,MPPS HARIJANA COLONY,23,10000,7200,1700,1100
JANGAON,JANGAON,36190800205,ZPHS PEDDAPAHAD,104,50000,36000,8500,5500
JANGAON,JANGAON,36190800301,MPPS VENKIRIYALA,70,25000,18000,4250,2750
JANGAON,JANGAON,36190800302,ZPHS VENKIRIYALA,78,25000,18000,4250,2750
JANGAON,JANGAON,36190800403,MPUPS ADAVI KESHWAPUR,37,25000,18000,4250,2750
JANGAON,JANGAON,36190800504,MPHS YERRA GOLLA PAHAD,141,50000,36000,8500,5500
JANGAON,JANGAON,36190800604,MPPS MARI GADI,28,10000,7200,1700,1100
JANGAON,JANGAON,36190800605,ZPHS MARIGADI,43,25000,18000,4250,2750
JANGAON,JANGAON,36190800701,MPPS GANUGU PAHAD,58,25000,18000,4250,2750
JANGAON,JANGAON,36190800702,MPPS GANUGUPAHAD HARIJANA COLONY,35,25000,18000,4250,2750
JANGAON,JANGAON,36190800704,ZPHS GANUGU PAHAD,143,50000,36000,8500,5500
JANGAON,JANGAON,36190800801,MPPS WADLAKONDA,96,25000,18000,4250,2750
JANGAON,JANGAON,36190800803,MPPS PATHAWADLAKONDA,23,10000,7200,1700,1100
JANGAON,JANGAON,36190800804,ZPHS WADLAKONDA,82,25000,18000,4250,2750
JANGAON,JANGAON,36190800901,MPPS OBUL KESHVAPUR,71,25000,18000,4250,2750
JANGAON,JANGAON,36190800902,ZPHS OBUL KESHVAPUR,158,50000,36000,8500,5500
JANGAON,JANGAON,36190801001,MPPS PEDDA RAMAN CHERLA,33,25000,18000,4250,2750
JANGAON,JANGAON,36190801201,MPPS SIDDENKI,33,25000,18000,4250,2750
JANGAON,JANGAON,36190801202,ZPHS SIDDENKI,50,25000,18000,4250,2750
JANGAON,JANGAON,36190801301,MPUPS PASARAMADLA,89,25000,18000,4250,2750
JANGAON,JANGAON,36190801401,MPPS YELLAMULA,38,25000,18000,4250,2750
JANGAON,JANGAON,36190801501,MPPS PEMBARTHI,109,50000,36000,8500,5500
JANGAON,JANGAON,36190801502,ZPHS PEMBARTHI,165,50000,36000,8500,5500
JANGAON,JANGAON,36190801602,MPPS SHAMEERPET,67,25000,18000,4250,2750
JANGAON,JANGAON,36190801603,ZPHS SHAMEERPET,56,25000,18000,4250,2750
JANGAON,JANGAON,36190801701,MPUPS CHEETAKODUR,54,25000,18000,4250,2750
JANGAON,JANGAON,36190801801,MPPS CHOWDARAM,25,10000,7200,1700,1100
JANGAON,JANGAON,36190801802,ZPHS CHOWDARAM,66,25000,18000,4250,2750
JANGAON,JANGAON,36190801804,KGBV JANGAON,364,75000,54000,12750,8250
JANGAON,JANGAON,36190801901,MPUPS YASHWANTHAPUR,127,50000,36000,8500,5500
JANGAON,JANGAON,36190802002,MPPS RAILWAY STATION ROAD,43,25000,18000,4250,2750
JANGAON,JANGAON,36190802003,MPPS HARIJANA COLONY (DHARMA SHALA),64,25000,18000,4250,2750
JANGAON,JANGAON,36190802004,MPPS SANJAYA NAGAR JN,24,10000,7200,1700,1100
JANGAON,JANGAON,36190802005,MPPS WEAVERS COLONY JN,70,25000,18000,4250,2750
JANGAON,JANGAON,36190802006,MPPS RANGAPPA CHERUVU,91,25000,18000,4250,2750
JANGAON,JANGAON,36190802007,MPPS RAJEEV NAGAR COLONY,49,25000,18000,4250,2750
JANGAON,JANGAON,36190802031,MPPS AMBEDKAR NAGAR JN,97,25000,18000,4250,2750
JANGAON,JANGAON,36190802032,MPUPS GANESHWADA,145,50000,36000,8500,5500
JANGAON,JANGAON,36190802033,MPUPS (UM) KOTHABASTHI GG,39,25000,18000,4250,2750
JANGAON,JANGAON,36190802041,ZPHS (G) NEAR COURT JN,131,50000,36000,8500,5500
JANGAON,JANGAON,36190802042,"GOVT. HIGH SCHOOL, STATION ROAD",345,75000,54000,12750,8250
JANGAON,JANGAON,36190802068,MPUPS KOTHA BASTI JN,58,25000,18000,4250,2750
JANGAON,JANGAON,36190802092,GOVT.JR COLLEGE JANAGAON,298,75000,54000,12750,8250
JANGAON,JANGAON,36190890207,GOVT. JR COLLEGE (G) JANGAON,276,75000,54000,12750,8250
JANGAON,JANGAON,36190890220,GOVT TW ASHRAM HIGH SCHOOL (BOYS) JANGAON,166,50000,36000,8500,5500
JANGAON,KODAKANDLA,36191200101,MPPS PEDDABAITHANDA,26,10000,7200,1700,1100
JANGAON,KODAKANDLA,36191200104,MPUPS LAXMAKKAPALLY,31,25000,18000,4250,2750
JANGAON,KODAKANDLA,36191200105,MPUPS RAMANNAGUDEM,31,25000,18000,4250,2750
JANGAON,KODAKANDLA,36191200202,MPPS NELLI BANDA THANDA,13,10000,7200,1700,1100
JANGAON,KODAKANDLA,36191200203,MPPS CHERUVUMUNDU THANDA,17,10000,7200,1700,1100
JANGAON,KODAKANDLA,36191200204,MPPS GIRNI THANDA,18,10000,7200,1700,1100
JANGAON,KODAKANDLA,36191200205,MPPS MONDRAI,28,10000,7200,1700,1100
JANGAON,KODAKANDLA,36191200208,MPUPS MYDAM CHERUVU THANDA,20,10000,7200,1700,1100
JANGAON,KODAKANDLA,36191200209,ZPHS MONDRAI,111,50000,36000,8500,5500
JANGAON,KODAKANDLA,36191200304,MPPS RAMAVARAM,41,25000,18000,4250,2750
JANGAON,KODAKANDLA,36191200305,ZPHS RAMAVARAM,34,25000,18000,4250,2750
JANGAON,KODAKANDLA,36191200401,MPUPS PAKHALA,46,25000,18000,4250,2750
JANGAON,KODAKANDLA,36191200501,MPPS EDUNUTHULA,112,50000,36000,8500,5500
JANGAON,KODAKANDLA,36191200502,ZPHS EDUNUTHULA,129,50000,36000,8500,5500
JANGAON,KODAKANDLA,36191200601,MPUPS NARSINGAPURAM,29,10000,7200,1700,1100
JANGAON,KODAKANDLA,36191200701,MPPS KADA GUTTA THANDA,11,10000,7200,1700,1100
JANGAON,KODAKANDLA,36191200702,MPPS HAKYA THANDA,17,10000,7200,1700,1100
JANGAON,KODAKANDLA,36191200709,MPPS HARIJANAWADA KODAKANDLA,55,25000,18000,4250,2750
JANGAON,KODAKANDLA,36191200715,MPPS KODAKANDLA,57,25000,18000,4250,2750
JANGAON,KODAKANDLA,36191200721,KGBV KODAKANDLA,248,50000,36000,8500,5500
JANGAON,KODAKANDLA,36191200725,GOVT. JR COLLEGE KODAKANDLA,88,25000,18000,4250,2750
JANGAON,KODAKANDLA,36191200801,MPUPS RANGAPURAM,43,25000,18000,4250,2750
JANGAON,KODAKANDLA,36191200903,MPPS REGULA,24,10000,7200,1700,1100
JANGAON,LINGALAGHANPUR,36190900101,MPPS KALLEM,74,25000,18000,4250,2750
JANGAON,LINGALAGHANPUR,36190900104,MPUPS MANIKYAPURAM,39,25000,18000,4250,2750
JANGAON,LINGALAGHANPUR,36190900105,ZPHS KALLEM,56,25000,18000,4250,2750
JANGAON,LINGALAGHANPUR,36190900106,MPPS PITTALONI GUDEM,30,10000,7200,1700,1100
JANGAON,LINGALAGHANPUR,36190900201,MPPS CHIKKULONI GUDEM,15,10000,7200,1700,1100
JANGAON,LINGALAGHANPUR,36190900202,MPUPS NAGARAM,51,25000,18000,4250,2750
JANGAON,LINGALAGHANPUR,36190900301,MPPS NELLUTLA,95,25000,18000,4250,2750
JANGAON,LINGALAGHANPUR,36190900303,MPPS PATELGUDEM,25,10000,7200,1700,1100
JANGAON,LINGALAGHANPUR,36190900305,ZPHS NELLUTLA,64,25000,18000,4250,2750
JANGAON,LINGALAGHANPUR,36190900401,MPPS NAWABPET,22,10000,7200,1700,1100
JANGAON,LINGALAGHANPUR,36190900402,MPPS WADDICHERLA,29,10000,7200,1700,1100
JANGAON,LINGALAGHANPUR,36190900403,ZPHS NAWABPET,98,25000,18000,4250,2750
JANGAON,LINGALAGHANPUR,36190900501,MPPS KISTAGUDEM,14,10000,7200,1700,1100
JANGAON,LINGALAGHANPUR,36190900502,MPPS KUNDARAM,52,25000,18000,4250,2750
JANGAON,LINGALAGHANPUR,36190900505,MPPS SC COLONY KUNDARAM,45,25000,18000,4250,2750
JANGAON,LINGALAGHANPUR,36190900506,ZPHS KUNDARAM,85,25000,18000,4250,2750
JANGAON,LINGALAGHANPUR,36190900601,MPPS CHEETURU,48,25000,18000,4250,2750
JANGAON,LINGALAGHANPUR,36190900602,ZPHS CHEETURU,68,25000,18000,4250,2750
JANGAON,LINGALAGHANPUR,36190900701,MPUPS KOTHAPALLY,44,25000,18000,4250,2750
JANGAON,LINGALAGHANPUR,36190900801,MPPS LINGALAGHANPUR,88,25000,18000,4250,2750
JANGAON,LINGALAGHANPUR,36190900803,ZPHS LINGALAGHANPUR,53,25000,18000,4250,2750
JANGAON,LINGALAGHANPUR,36190900806,KGBV LINGALAGHANPUR,269,75000,54000,12750,8250
JANGAON,LINGALAGHANPUR,36190900807,TGMS LINGALAGHANPUR,543,75000,54000,12750,8250
JANGAON,LINGALAGHANPUR,36190901001,MPUPS SIRIPURAM,40,25000,18000,4250,2750
JANGAON,LINGALAGHANPUR,36190901103,MPPS JEEDIKAL,48,25000,18000,4250,2750
JANGAON,LINGALAGHANPUR,36190901104,ZPHS JEEDIKAL,38,25000,18000,4250,2750
JANGAON,LINGALAGHANPUR,36190901201,MPPS SC COLONY GUMMADAVELLY,14,10000,7200,1700,1100
JANGAON,LINGALAGHANPUR,36190901202,MPUPS GUMMADAVELLY,34,25000,18000,4250,2750
JANGAON,LINGALAGHANPUR,36190901302,MPPS SC COLONY WANAPARTHY,19,10000,7200,1700,1100
JANGAON,LINGALAGHANPUR,36190901304,ZPHS WANAPARTHY,49,25000,18000,4250,2750
JANGAON,NARMETTA,36190600103,MPUPS GANDI RAMAVARAM,81,25000,18000,4250,2750
JANGAON,NARMETTA,36190600201,MPPS NARMETTA,75,25000,18000,4250,2750
JANGAON,NARMETTA,36190600202,MPPS NARMETTA (SC COLONY),14,10000,7200,1700,1100
JANGAON,NARMETTA,36190600203,MPPS MANSINGH THANDA (NARMETTA),27,10000,7200,1700,1100
JANGAON,NARMETTA,36190600208,MPUPS AGAPETA,57,25000,18000,4250,2750
JANGAON,NARMETTA,36190600212,ZPHS NARMETTA,83,25000,18000,4250,2750
JANGAON,NARMETTA,36190600214,TW ASHRAM HS (G) NARMETTA,181,50000,36000,8500,5500
JANGAON,NARMETTA,36190600216,KGBV NARMETTA,257,75000,54000,12750,8250
JANGAON,NARMETTA,36190600217,GOVT. JR COLLEGE NARMETTA,140,50000,36000,8500,5500
JANGAON,NARMETTA,36190600301,MPPS AMMAPUR,41,25000,18000,4250,2750
JANGAON,NARMETTA,36190600302,ZPHS AMMAPUR,26,10000,7200,1700,1100
JANGAON,NARMETTA,36190600401,MPPS VELDANDA,54,25000,18000,4250,2750
JANGAON,NARMETTA,36190600402,MPPS VELDANDA (SC COLONY),22,10000,7200,1700,1100
JANGAON,NARMETTA,36190600403,MPPS BHEEKYA THANDA,11,10000,7200,1700,1100
JANGAON,NARMETTA,36190600404,MPUPS KANNE BOINA GUDEM,21,10000,7200,1700,1100
JANGAON,NARMETTA,36190600405,ZPHS VELDANDA,83,25000,18000,4250,2750
JANGAON,NARMETTA,36190600503,MPPS BOMMAKUR,31,25000,18000,4250,2750
JANGAON,NARMETTA,36190600504,MPPS RALLA BAI THANDA,14,10000,7200,1700,1100
JANGAON,NARMETTA,36190600603,MPPS HANUMANTHAPUR,38,25000,18000,4250,2750
JANGAON,NARMETTA,36190600604,ZPHS HANUMANTHAPUR,88,25000,18000,4250,2750
JANGAON,NARMETTA,36190600701,MPPS MALKA PETA,52,25000,18000,4250,2750
JANGAON,NARMETTA,36190600804,MPPS MACHU PAHAD,43,25000,18000,4250,2750
JANGAON,NARMETTA,36190600807,ZPHS MACHU PAHAD,60,25000,18000,4250,2750
JANGAON,PALAKURTHI,36191100101,MPUPS KOTHULABAD,24,10000,7200,1700,1100
JANGAON,PALAKURTHI,36191100201,MPPS ERAVENNU,16,10000,7200,1700,1100
JANGAON,PALAKURTHI,36191100202,ZPHS ERAVENNU,91,25000,18000,4250,2750
JANGAON,PALAKURTHI,36191100301,MPPS THIRUMALAGIRI,25,10000,7200,1700,1100
JANGAON,PALAKURTHI,36191100401,MPPS GUDUR,73,25000,18000,4250,2750
JANGAON,PALAKURTHI,36191100402,MPPS NARSINGAPURAM THANDA,23,10000,7200,1700,1100
JANGAON,PALAKURTHI,36191100403,MPPS GOPALAPURAM,17,10000,7200,1700,1100
JANGAON,PALAKURTHI,36191100405,MPPS RAGHAVAPURAM,23,10000,7200,1700,1100
JANGAON,PALAKURTHI,36191100408,ZPHS GUDUR,134,50000,36000,8500,5500
JANGAON,PALAKURTHI,36191100503,MPPS BOMMERA,38,25000,18000,4250,2750
JANGAON,PALAKURTHI,36191100506,ZPHS BOMMERA,72,25000,18000,4250,2750
JANGAON,PALAKURTHI,36191100509,MPPS DUBBA THANDA BOMMERA,15,10000,7200,1700,1100
JANGAON,PALAKURTHI,36191100601,MPPS AYYANGARIPALLY,12,10000,7200,1700,1100
JANGAON,PALAKURTHI,36191100701,MPPS THORRUR(J),42,25000,18000,4250,2750
JANGAON,PALAKURTHI,36191100702,ZPHS THORRUR(J),65,25000,18000,4250,2750
JANGAON,PALAKURTHI,36191100801,UPS SHATHAPURAM,14,10000,7200,1700,1100
JANGAON,PALAKURTHI,36191100905,ZPHS VISNOOR,52,25000,18000,4250,2750
JANGAON,PALAKURTHI,36191100906,MPPS VISNOOR (EM),28,10000,7200,1700,1100
JANGAON,PALAKURTHI,36191101002,MPUPS LAXMINARAYANAPUR,17,10000,7200,1700,1100
JANGAON,PALAKURTHI,36191101101,MPPS PALAKURTHY,150,50000,36000,8500,5500
JANGAON,PALAKURTHI,36191101102,MPPS TEMPLE COLONY PLKY,30,10000,7200,1700,1100
JANGAON,PALAKURTHI,36191101125,KGBV PALAKURTHY,351,75000,54000,12750,8250
JANGAON,PALAKURTHI,36191101201,MPPS KONDAPUR,22,10000,7200,1700,1100
JANGAON,PALAKURTHI,36191101202,MPPS PEDDATHANDA(K),31,25000,18000,4250,2750
JANGAON,PALAKURTHI,36191101305,MPPS KAMBALAKUNTA THANDA,15,10000,7200,1700,1100
JANGAON,PALAKURTHI,36191101306,MPUPS THUMMASAMUDRAM KUNTA THANDA,12,10000,7200,1700,1100
JANGAON,PALAKURTHI,36191101307,MPPS DARDEPALLY,44,25000,18000,4250,2750
JANGAON,PALAKURTHI,36191101309,ZPHS DARDEPALLY,48,25000,18000,4250,2750
JANGAON,PALAKURTHI,36191101401,MPPS THEEGARAM,15,10000,7200,1700,1100
JANGAON,PALAKURTHI,36191101601,MPPS CHENNUR,35,25000,18000,4250,2750
JANGAON,PALAKURTHI,36191101605,ZPHS CHENNUR,133,50000,36000,8500,5500
JANGAON,PALAKURTHI,36191101702,MPPS MANCHUPPULA,15,10000,7200,1700,1100
JANGAON,PALAKURTHI,36191101801,MPPS VALMIDI HC,33,25000,18000,4250,2750
JANGAON,PALAKURTHI,36191101802,MPPS VALMIDI,24,10000,7200,1700,1100
JANGAON,PALAKURTHI,36191101803,ZPHS VALMIDI,56,25000,18000,4250,2750
JANGAON,PALAKURTHI,36191101901,MPPS MUTHARAM HC,18,10000,7200,1700,1100
JANGAON,PALAKURTHI,36191101902,MPPS MUTHARAM,24,10000,7200,1700,1100
JANGAON,PALAKURTHI,36191101906,ZPHS MUTHARAM,37,25000,18000,4250,2750
JANGAON,PALAKURTHI,36191102003,MPPS HATYA THANDA,14,10000,7200,1700,1100
JANGAON,PALAKURTHI,36191102006,MPPS KURUMAGUDEM,14,10000,7200,1700,1100
JANGAON,PALAKURTHI,36191102007,MPPS MALLAMPALLY,30,10000,7200,1700,1100
JANGAON,PALAKURTHI,36191102009,ZPHS MALLAMPALLY,70,25000,18000,4250,2750
JANGAON,PALAKURTHI,36191102101,MPPS VAVILALA,107,50000,36000,8500,5500
JANGAON,PALAKURTHI,36191102103,ZPHS WAVILALA,89,25000,18000,4250,2750
JANGAON,RAGHUNATHPALLE,36190500102,MPPS RAMA RAYANI BANGLA,23,10000,7200,1700,1100
JANGAON,RAGHUNATHPALLE,36190500106,MPPS MEKALA GATTU,40,25000,18000,4250,2750
JANGAON,RAGHUNATHPALLE,36190500107,ZPHS MEKALA GATTU,40,25000,18000,4250,2750
JANGAON,RAGHUNATHPALLE,36190500201,MPPS MANGALI BANDA THANDA,49,25000,18000,4250,2750
JANGAON,RAGHUNATHPALLE,36190500203,MPPS QUILASHAPUR,209,50000,36000,8500,5500
JANGAON,RAGHUNATHPALLE,36190500204,MPPS QUILASHAPUR (H COLONY),34,25000,18000,4250,2750
JANGAON,RAGHUNATHPALLE,36190500215,MPPS MANDELA GUDEM,64,25000,18000,4250,2750
JANGAON,RAGHUNATHPALLE,36190500216,ZPHS MANDELA GUDEM,80,25000,18000,4250,2750
JANGAON,RAGHUNATHPALLE,36190500217,KGBV RAGHUNATH PALLY,227,50000,36000,8500,5500
JANGAON,RAGHUNATHPALLE,36190500304,MPPS ASHWARAO PALLY,73,25000,18000,4250,2750
JANGAON,RAGHUNATHPALLE,36190500305,ZPHS ASHWARAO PALLY,59,25000,18000,4250,2750
JANGAON,RAGHUNATHPALLE,36190500401,MPPS VELDI,41,25000,18000,4250,2750
JANGAON,RAGHUNATHPALLE,36190500402,ZPHS VELDI,34,25000,18000,4250,2750
JANGAON,RAGHUNATHPALLE,36190500403,TGMS RAGUNATHAPALLY,300,75000,54000,12750,8250
JANGAON,RAGHUNATHPALLE,36190500501,MPPS MADHARAM,18,10000,7200,1700,1100
JANGAON,RAGHUNATHPALLE,36190500601,MPPS LAXMI THANDA,21,10000,7200,1700,1100
JANGAON,RAGHUNATHPALLE,36190500602,MPPS IBRAHIM PUR,40,25000,18000,4250,2750
JANGAON,RAGHUNATHPALLE,36190500603,ZPHS IBRAHIM PUR,43,25000,18000,4250,2750
JANGAON,RAGHUNATHPALLE,36190500702,MPUPS FATHESHAPUR,55,25000,18000,4250,2750
JANGAON,RAGHUNATHPALLE,36190500801,MPPS NIDIGONDA,39,25000,18000,4250,2750
JANGAON,RAGHUNATHPALLE,36190500805,ZPHS NIDIGONDA,78,25000,18000,4250,2750
JANGAON,RAGHUNATHPALLE,36190500901,MPPS YELLAREDDY GUDEM,14,10000,7200,1700,1100
JANGAON,RAGHUNATHPALLE,36190500902,MPPS SRIMANNARAYANA PURAM,16,10000,7200,1700,1100
JANGAON,RAGHUNATHPALLE,36190501001,MPPS RAGHUNATH PALLY,103,50000,36000,8500,5500
JANGAON,RAGHUNATHPALLE,36190501002,MPPS RAGHUNATH PALLY (STN),36,25000,18000,4250,2750
JANGAON,RAGHUNATHPALLE,36190501007,ZPHS RAGHUNATH PALLY,126,50000,36000,8500,5500
